編號,來源,漢字
225,角花仔佮素花仔,素花仔苦苦共哀求，講伊莫遐無天良；毋通做彼款損命命、遐損蕩人的惡毒步、失德代。
226,角花仔佮素花仔,伊愈咻喝、角花仔愈刁意故；噴甲素花仔全身無一跡是白的，按呢才露出ka̋ng創贏的奸雄笑……
227,角花仔佮素花仔,可憐代啊可憐代！素花仔這陣予𪐞甲無成一領衫仔樣，伊那看家己那傷心；現不現，屈佇槽仔內底，叫天、天袂應，叫地、地袂答，煞一直大哭大吼。
228,角花仔佮素花仔,阿妙共in洗好勢，khuáinn素花仔哪會變甲花巴哩貓，就誠受氣，隨共擲蹛糞埽桶lín。
229,角花仔佮素花仔,益角花仔看一下暢甲掠袂牢，咧想講：「Ua̋！這聲予我創一下有夠媠氣的，這步用了袂bái，此去阿妙就干焦佮意我一个啦謼！哈、哈、哈……」。
230,角花仔佮素花仔,阿妙紲落又閣共角花仔搦起來，面仔齊慄色，大叫一聲：「Ha̋nn！今去了了矣，連這領也退色？退甲袂孝孤得……，鮮豔的色水攏無去矣，我挃欲創啥？」講煞，也順紲共伊擲落去糞埽桶裡。
231,角花仔佮素花仔,角花仔的奸笑聲無去矣，一个面若鳥胘咧，現此時全身攏痠疼，大概吐傷濟的款，皮肉變甲白殕白殕，一絲仔氣力都無，徛袂牢地、軟荍荍䖙佇桶仔內。
232,角花仔佮素花仔,益素花仔伊nē？人伊腹腸誠有，隨踏倚去共捋胸坎，掠筋路，按呢才沓沓仔得定落來。
233,角花仔佮素花仔,元氣有ā！喘氣順ā！這當陣，角花仔真反悔對伊下毒手，一直共會失禮、求寬諒，兩个才握手講和。
234,角花仔佮素花仔,隔轉工下晝，in同齊hông捙到糞埽場裡。下晡時仔，日頭炎熱，臭味滿四界。
235,角花仔佮素花仔,在場的害物仔，攏是hua̋i癩ko爛癆、生頭發尾、瘸跤破相、歪膏揤斜，看著活欲起雞母皮……
236,角花仔佮素花仔,蹛這款的所在有夠齷齪，無破病嘛會硬去予臭味激死。
237,角花仔佮素花仔,佳哉仔佳哉，到甲欲暗仔，有一个收歹銅舊錫的阿姨，看in猶閣媠媠咧，就隨共抾走。
238,角花仔佮素花仔,這个有疼心的阿姨，閣共in重洗身軀一擺，曝焦了後，提熨斗共熨甲像新的仝款，精差色水有較失。
239,角花仔佮素花仔,當伊共𪜶提予家己的查某囝的時陣，是歡喜甲那行那蹌跤……，益角花仔佮素花仔，兩个一下相對看，煞規面笑吻吻的花蕊，一蕊一蕊一直浮出來……
240,賣圓仔的神仙,賣圓仔的神仙，林麗黛譯寫。
241,賣圓仔的神仙,海翁台語文學月刊第一百空二期
242,賣圓仔的神仙,佇高雄左營區有一粒山，看起來誠特別。
243,賣圓仔的神仙,山的倒手爿彼一半和一般的山無啥物各樣，毋過正手爿彼一半，就像予刀仔削過的形，減一大半。
244,賣圓仔的神仙,這粒山，就親像賰一半的閘屏咧，干焦有才調共半爿的天閘牢咧，所以逐家攏共這粒山號做「半屏山」。
245,賣圓仔的神仙,半屏山是按怎干焦賰半爿咧？伊另外彼一半是走對佗位去咧？當地有一个故事流傳落來。
246,賣圓仔的神仙,這个傳說是佮八仙當中的漢鍾離有關係，是漢仙人收徒弟的經過。
247,賣圓仔的神仙,聽講代誌的經過是按呢，漢鍾離有一个誠巧的徒弟，伊誠gâu寫文章，武功嘛誠厲害。
248,賣圓仔的神仙,上難得的是，伊一絲仔都袂囂俳，對人誠有禮貌，所以漢鍾離誠疼這个徒弟。
249,賣圓仔的神仙,毋過誠可惜，這个徒弟致著一種怪病，仙醫都醫袂好，煞七少年八少年就來過身去。
250,賣圓仔的神仙,漢鍾離看家己上疼的徒弟就按呢離開世間，心肝頭是親像刀咧割咧。
251,賣圓仔的神仙,過一站仔時間，漢鍾離決定欲轉來人間，欲閣去走揣一个條直善良的好人，欲收伊做徒弟。
252,賣圓仔的神仙,漢鍾離佇雲尪面頂相來相去，發現人間有某一个島嶼，不止仔美麗。
253,賣圓仔的神仙,漢鍾離心內咧想講：「竟然有遮爾仔媠的島嶼，山嶺青lìng-lìng，溪水清清清。佇這个好所在，我定著會當揣著一个仔好徒弟。」
254,賣圓仔的神仙,漢鍾離發現的這个島嶼，就是咱這馬徛起的臺灣島。伊對雲尪面頂寬寬仔跳落來，拄拄仔好降落佇現此時高雄的左營。
255,賣圓仔的神仙,漢鍾離咧想講：「欲對佗位開始走揣咧？」
256,賣圓仔的神仙,「若準欲揣一个心肝善良閣老實可靠的徒弟，定著愛先試探看伊的心肝好無？」伊心內那拍算那咧相四箍圍仔的環境。
257,賣圓仔的神仙,漢鍾離擔頭共面頭前彼粒山看看、相相咧，隨予伊想著一个好步數。
258,賣圓仔的神仙,漢鍾離共伊隨身紮的一支葵扇提出來，略略仔共彼粒山擛擛咧，山頂尾溜隨雄雄起一陣風，風真透。
259,賣圓仔的神仙,大風一下過，山正手爿的塗就規片崩落來。
260,賣圓仔的神仙,本成好勢好勢的彼粒山，這馬看起來就親像予刀仔削去一大塊的形。
261,賣圓仔的神仙,漢鍾離閣用葵扇共崩落來的彼堆塗擛擛咧，彼堆塗竟然變成一粒仔一粒的圓仔。
262,賣圓仔的神仙,紲落來，漢鍾離共家己打扮做賣圓仔的老歲仔，共擔仔擔咧，佇山邊開始賣圓仔。
263,賣圓仔的神仙,「來喔！好食的圓仔喔！麻仔芳絳絳、紅豆仔甜粅粅，緊來買好食的圓仔喔！」漢鍾離大聲咧喝賣。
264,賣圓仔的神仙,「芳閣大粒的圓仔喔！一粒一角銀，兩粒兩角銀，三粒食免錢喔！」喝賣聲吸引一寡行路人的注意。
265,賣圓仔的神仙,「呔會有遮爾仔好空的代誌？誠實是愛講耍笑！」
266,賣圓仔的神仙,「著ā！呔會有可能食免錢啦！」
267,賣圓仔的神仙,「這个老歲仔呔會遮爾戇啦？」
268,賣圓仔的神仙,「無的確伊起痟矣！」
269,賣圓仔的神仙,「Ê？呔會從來毋捌看過這个老歲仔？」
270,賣圓仔的神仙,「圓仔應該無問題乎？」
271,賣圓仔的神仙,圍倚來看的人愈來愈濟，逐家互相討論這件代誌，毋過無半个人相信漢鍾離講的話，嘛無人開喙講欲買圓仔。
272,賣圓仔的神仙,平常時仔就較痟貪的大頭仔王的，伊共漢鍾離講：「頭家，你賣的圓仔敢誠實食三粒就免錢？你敢會唬阮？」
273,賣圓仔的神仙,漢鍾離共應講：「我這个人啊！上討厭別人無老實囉！所以嘛袂愛騙人。閣再講做生理呔會使無守信用咧？」
274,賣圓仔的神仙,大頭仔王的心內咧想講，這个老歲仔無悾抑無戇，講話的形嘛無像咧滾耍笑，就共講：「頭家！予我三粒圓仔食看覓咧！」
275,賣圓仔的神仙,漢鍾離的圓仔親像雞卵遐爾大圈，大頭仔王的搩兩粒落去，腹肚已經有小可仔飽矣。
276,賣圓仔的神仙,伊共腹肚挲挲咧，閣繼續食甲窸窣叫，
277,賣圓仔的神仙,伊共第三粒圓仔嘛食食落去，那食閣那呵咾講：「Uah！我自出世到今毋捌食過遮爾芳的圓仔呢！」
278,賣圓仔的神仙,大頭仔王的食三粒圓仔，漢鍾離誠實無共伊提半仙錢。
279,賣圓仔的神仙,其他的人攏看甲誠欣羨，嘛圍倚來共漢鍾離挃三粒圓仔食。
280,賣圓仔的神仙,逐家為著欲食免錢的圓仔，毋管查埔、查某，攏想盡辦法共三粒大粒圓仔食落去。
281,賣圓仔的神仙,漢鍾離一直無停手咧舀圓仔予眾人食，目𥍉仔久niâ，規鼎圓仔就食甲空空囉！
282,賣圓仔的神仙,「好矣，圓仔已經食了矣，今仔日就到遮為止囉！」漢鍾離按呢共逐家講。
283,賣圓仔的神仙,「彼呔會使？我猶袂食著呢！」有人無歡喜咧大聲喝。
284,賣圓仔的神仙,「猶未食夠氣呢！」閣有人按呢講。
285,賣圓仔的神仙,「恁誠實誠gâu食呢！我烰的圓仔攏總提出來賣ā，無食著的人明仔載才閣來囉！」漢鍾離有淡薄仔袂堪得煩。
286,賣圓仔的神仙,「按呢明仔載敢仝款是一粒一角銀，兩粒兩角銀，三粒食免錢咧？」有人按呢問。
287,賣圓仔的神仙,「著ā！食三粒免錢啦！」漢鍾離按呢共伊應。
288,賣圓仔的神仙,「足好的！閣有免錢的圓仔通食囉！頭家，你毋通講話無準算őo！明仔載一定愛來ōo！」逐家一聽漢鍾離答應矣，攏歡歡喜喜走囉！
289,賣圓仔的神仙,「唉！這一寡人有影痟貪，實在予我足失望！按呢看起來，明仔載愛攢閣較濟的圓仔，才有機會揣著我未來的徒弟。」漢鍾離那講那吐大氣。
290,賣圓仔的神仙,隔轉工，漢鍾離共一大擔的圓仔，閣擔去昨昏賣圓仔的所在。逐家一下看著漢鍾離，攏挨挨𤲍𤲍、趕緊緊圍倚來。
291,賣圓仔的神仙,「喂！頭家，我欲愛三粒！」
292,賣圓仔的神仙,「我嘛仝款！」
293,賣圓仔的神仙,「輪著我囉！三粒！較緊咧！」
294,賣圓仔的神仙,雖然免開錢就會當食著芳閣甜的圓仔，毋過逐家干焦顧搶niâ，根本攏袂記得愛共漢鍾離說多謝。
295,賣圓仔的神仙,彼一寡人就親像枵幾若工的形，下性命搶欲食圓仔。有一个大食的人，食三粒，閣挃三粒，做一睏仔搩六粒圓仔。
296,賣圓仔的神仙,逐家看有人食六粒，攏恐kia̋nn家己食輸人，嘛攏叫六粒來食。
297,賣圓仔的神仙,食會落的下性命吞，食袂落的偷偷仔共圓仔藏佇袋仔， 拍算欲紮轉去厝裡才閣食。過無偌久，一鼎圓仔閣食甲空空空a。
298,賣圓仔的神仙,食會落的下性命吞，食袂落的偷偷仔共圓仔藏咧袋仔， 拍算欲紮轉去厝裡才閣食。過無偌久，一鼎圓仔閣食甲空空空a。
299,賣圓仔的神仙,漢鍾離共彼一寡人講：「我煮的圓仔敢誠實遐好食是無？恁知影材料是對佗位來的無？」
300,賣圓仔的神仙,「著ā！你到底是用啥物材料，才會當做甲遮爾仔好食咧？緊共阮講ā！」
301,賣圓仔的神仙,「是ā！你的圓仔佮別人的攏無仝款，到底是摻啥物配料咧？」
302,賣圓仔的神仙,逐家雖然攏誠好玄，毋過漢鍾離干焦共頭幌幌咧講：「恁後擺自然會知影。」
303,賣圓仔的神仙,逐家問無答案，嘛無閣繼續追問落去，嘛仝款大喙仔大喙咧食家己碗內的圓仔。
304,賣圓仔的神仙,「喂！恁看！後壁彼粒山看起來怪怪呢！」大頭仔王的按呢共朋友講。
305,賣圓仔的神仙,「是你目睭花a啦！我看無啥各樣ā！」朋友按呢共應。
306,賣圓仔的神仙,「王的講咧無毋著，彼粒山的正手爿敢若減一大片呢！」另外一个人聽著in的對話，感覺大頭王的講咧誠有道理。
307,賣圓仔的神仙,「哎iah！管遐濟創啥？抑是緊探聽一下，看賣圓仔的老歲仔明仔載敢欲閣來？」大頭仔王的的朋友按呢講。
308,賣圓仔的神仙,漢鍾離聽著in的對話，心內想講：「抑是有人注意著彼粒山a，我掠準講這陣人干焦知影通食niâ咧！」
309,賣圓仔的神仙,「頭家，明仔載你閣會來乎？」有人袂忍咧，按呢咧問漢鍾離。
310,賣圓仔的神仙,「Há哈哈！恁遐爾愛食，我當然會閣來lōo！」漢鍾離笑甲誠無自然。
311,賣圓仔的神仙,日子一工一工過，漢鍾離佇邊仔恬恬咧觀察每一个來食圓仔的人。
312,賣圓仔的神仙,來食圓仔的人，是一工比一工閣較濟，毋過逐个人攏干焦想欲食免錢的圓仔，無人願意納錢，予漢鍾離誠失望。
313,賣圓仔的神仙,漢鍾離心內咧想講：「可惜啊！可惜！遮爾仔媠的土地，呔會攏蹛一寡痟貪的人。」
314,賣圓仔的神仙,「看這个範勢，欲揣一个人品好的徒弟，是一件無簡單的代誌呢！」
315,賣圓仔的神仙,就佇漢鍾離開始賣圓仔的第七工，代誌終其尾無仝囉！
316,賣圓仔的神仙,這一工，來一个生做斯文斯文的少年家，伊行來漢鍾離的面頭前講：「頭家，麻煩你，我欲買兩粒圓仔。」
317,賣圓仔的神仙,漢鍾離斟酌共少年家看看咧，共講：「少年的，你知影無？我的圓仔食三粒免錢呢！」
318,賣圓仔的神仙,少年家應講：「我知影ā！毋過你挲圓仔愛了時間，擔擔仔來賣愛了氣力，我開兩角銀就會當買著遮爾大粒的圓仔，已經真俗矣。」
319,賣圓仔的神仙,邊仔一个婦人人聽少年家按呢講，緊共搝少年家的衫仔裾，細細聲共偷講：「你呔會遐爾戇啦！食會落三粒，就食三粒ā！呔著開錢買咧？」
320,賣圓仔的神仙,少年家講：「感謝你的好意，我仝款願意開錢買圓仔。」
321,賣圓仔的神仙,邊仔彼一寡人聽著少年家按呢講，攏笑甲hī-hā叫。講：「這个人頭殼定著有問題！」
322,賣圓仔的神仙,逐家共少年家指指揬揬，攏講伊錢傷冗剩，人傷戇。
323,賣圓仔的神仙,漢鍾離感覺這个少年家雖然穿甲普通普通，毋過講話誠有禮貌，看起來是受過好教育的款，閣較難得的是，伊一絲仔都袂痟貪，閣足有同情心。
324,賣圓仔的神仙,「少年人，你是真罕得看著的好人，你敢願意做我的徒弟？」漢鍾離按呢問少年家。
325,賣圓仔的神仙,少年家一時聽無漢鍾離的意思，共問講：「伯仔，你欲揣人學做圓仔，是無？實在真失禮，我感覺我家己無啥適合，你會當閣問別人看覓咧。」
326,賣圓仔的神仙,漢鍾離隨翻身一變，變轉去伊本成的模樣。伊共少年家講：「我是八仙當中的漢鍾離，專工對天頂下凡來走揣徒弟的。」
327,賣圓仔的神仙,少年家聽一下掣一趒，講：「當時仔你是神仙！阮真正是『目睭擘無金』。毋過，佇遮爾濟人當中，你是按怎會選著我咧？」
328,賣圓仔的神仙,漢鍾離微微仔笑咧，講：「我佇遮聽候足濟工a啦！發覺愛偏人佮痟貪的人，實在有夠濟！干焦你心肝善良，袂受別人影響，所以我決定選你做我的徒弟。」
329,賣圓仔的神仙,邊仔的人知影漢鍾離是神仙了後，攏隨个仔隨个跪落來，講：「神仙啊！阮實在不應該遐爾貪心，拜託你原諒阮啦！」
330,賣圓仔的神仙,「是啦！阮知影毋著矣啦！」
331,賣圓仔的神仙,「哈！哈！哈！恁免求我饒恕，恁看後壁彼粒山ā！恁逐家食的圓仔，攏是我用山頂的塗變的。」漢鍾離按呢講。
332,賣圓仔的神仙,眾人聽漢鍾離按呢講，攏趕緊擔頭看山頂，一下看逐家心內攏暗喝一聲：「我苦啊！」山的正手爿有影減一半去矣。
333,賣圓仔的神仙,「我早就講過矣，你就毋信。」大頭仔王的按呢咧唸朋友。
334,賣圓仔的神仙,「我這馬看出來矣，這干焦神仙才有才調共山削甲遐爾仔平啊！」大頭仔王的朋友按呢講。
335,賣圓仔的神仙,「這馬知影已經傷慢ā，塗圓仔攏佇恁的腹肚內囉！」漢鍾離按呢共逐家講。
336,賣圓仔的神仙,逐家你看我、我看你，隨个仔隨个共當咧幽幽仔疼的腹肚𢯾咧，共喙擘甲開開開，想欲共塗圓仔吐倒出來。
337,賣圓仔的神仙,毋過閣較按怎吐嘛吐袂出來，干焦會當真後悔咧講：「阮實在不應該遐爾貪心！」
338,賣圓仔的神仙,漢鍾離越過去共少年家講：「考慮了按怎？敢願意做我的徒弟？」
339,賣圓仔的神仙,少年家共應講：「先予我和阮爸母參詳一下啦！」
340,賣圓仔的神仙,少年家得著爸母的同意了後，就歡歡喜喜綴漢鍾離去仙界學本領囉！
341,翻身番身_話頭_劉承賢,話頭，作者共讀者諸君報告
342,翻身番身_話頭_劉承賢,若以早我真厚話，愛我起攔頭，寫幾頁仔無問題，毋過十冬都過矣，欲愛我共第二本冊起一下仔譴，我有影毋知欲寫啥，下跤簡單交代一下就好。
343,翻身番身_話頭_劉承賢,這八篇故事，我毋知欲按怎排前後，所以就照時間，對最近寫的排去甲上進前，
344,翻身番身_話頭_劉承賢,上尾彼篇〈煞戲〉的頭前一半，是二空空八年寫的，拄拄是《倒轉》出版彼一冬，
345,翻身番身_話頭_劉承賢,對遮通知這擺收入來的，就是我這十冬踮小說這个文類攏總的成果（假使我無落勾來講）。
346,翻身番身_話頭_劉承賢,十冬才寫按呢，當然我會當會講都真濟時間開佇讀冊、寫論文、寫台語教材，無共創作當做上要緊的目標。
347,翻身番身_話頭_劉承賢,實在講，有一站仔我嘛懶屍懶屍，想講咱寫這，看無的人看無，看有的人嘛無定著會看，有看的人都也無定著看有內底的機關……按呢是何乜苦咧？
348,翻身番身_話頭_劉承賢,所致，咱這十冬，較濟是寫來參加比賽，用比賽趁所費來激家己去寫；比賽了，作品加加減減有貼起去網路頂，這幾冬若貼，閣會附錄音hòng聽，照咱共看，有興趣讀的嘛是真少數。
349,翻身番身_話頭_劉承賢,毋才咱自來無按算欲閣出冊，都不管咱感覺家己寫了有偌好拄偌好（家己褒較袂臭臊），嘛是家己寫予家己暢的，極加予身軀邊的搭粒的罔讀，看伊會呵咾幾句仔袂。
350,翻身番身_話頭_劉承賢,老實講我無食褒袂死啦，若猶會要意欲寫、欲愛人讀，攏是為著台語！
351,翻身番身_話頭_劉承賢,頭前講為著比賽咧寫，彼uân-nā是攔頭，咱都毋是倒咧餓，抑是有影遐要意遐的獎金，
352,翻身番身_話頭_劉承賢,閣再講，若欲比賽，敢毋免寫予評審佮意，干干仔咱無按呢想，干干仔咱都欲寫家己愛寫的，欲寫家己感覺有意思的。
353,翻身番身_話頭_劉承賢,干焦一項：這幾冬，我那來那要意故事有好看無；
354,翻身番身_話頭_劉承賢,十冬前我較無將讀者囥佇心裡，規心咧做台語文字的試驗；這十冬，我將試驗的層面換做「題材」，嘛較致心欲予讀者讀著起毛會婸，若袂，是個人才情無夠，我有盡量ā。
355,翻身番身_話頭_劉承賢,啊若照按呢共講起來，因為故事順序是照寫作時間倒頭排，讀者檢采會感受著這个寫作心態的轉變也kú-kánn。
356,翻身番身_話頭_劉承賢,佇遮有影足感謝金順兄招我出這本冊，遮認真咧拍拚台語文學出版的，目今真罕矣，
357,翻身番身_話頭_劉承賢,希望這本冊印出來，會當予逐家發現台語寫作有咱前毋捌khuàinn的可能性，閣有，向望讀的人，會感覺故事真好看，按呢，我就感覺這本冊出了有價值啦。
358,翻身番身_話頭_劉承賢,劉承賢，二空一八年正月。
359,附加詞類訊息_楊允言,附加詞類訊息的台語語詞搭配佇教學上的應用
360,附加詞類訊息_楊允言,楊允言，大漢技術學院、資訊工程系，助理教授。
361,附加詞類訊息_楊允言,劉杰岳，拋荒台文工作室，負責人。
362,附加詞類訊息_楊允言,陳鄭弘堯，台語文工作者。
363,附加詞類訊息_楊允言,陳柏中，國立清華大學、物理系，助理教授。
364,附加詞類訊息_楊允言,語詞搭配(collocation)是學習語詞按怎使用真好的工具，
365,附加詞類訊息_楊允言,這會當透過對語料的互訊息(mutual information)佮相關度(correlation)的統計來得著，毋過嘛會產生袂少無必要的資料(noise)。
366,附加詞類訊息_楊允言,本文提出利用詞類的訊息來進行篩選的方法，自動共無必要的資料提掉，提升自動台語語詞搭配的品質，幫贊台語語詞的學習。
367,附加詞類訊息_楊允言,實驗結果顯示，利用詞類的篩選，動詞──名詞(V-N)詞組比形容詞──名詞(A-N) 詞組會當得著較好的結果；
368,附加詞類訊息_楊允言,查詢一个動詞正爿的名詞，抑是一个名詞倒爿的動詞的語詞搭配，所揣出來的資料嘛真有學習參考的價值。
369,附加詞類訊息_楊允言,毋過若欲進一步提升自動語詞搭配的品質，咱猶閣有誠濟空課愛做。
370,附加詞類訊息_楊允言,關鍵詞：台語文、語詞搭配、互訊息、相關度、語文教學
371,附加詞類訊息_楊允言,一. 踏話頭：語料庫、語詞搭配
372,附加詞類訊息_楊允言,「搭配」這个詞，台語閣會使講「參佮」、「照佮」、「相佮」、「配搭」、……等等，毋過為著佮華語詞對應，所以採用「搭配」。
373,附加詞類訊息_楊允言,語料庫就是囥語言材料的倉庫，伊會使講是人類所講、所寫的語言文字的一个樣本，
374,附加詞類訊息_楊允言,透過這个樣本，咱通透過語料庫了解這个語言、文字的使用情形。
375,附加詞類訊息_楊允言,二十世紀六空年代，英文的語料庫開始建立。
376,附加詞類訊息_楊允言,九空年代，華文的資料庫嘛開始佇台灣、中國等所在建立。
377,附加詞類訊息_楊允言,台文的起步較晏，一直到這世紀（二十一世紀）才開始。
378,附加詞類訊息_楊允言,對強勢語言來講，語料庫的建立代表這个語言的重要性，因為建立了後會帶動這个語言的相關研究，嘛宣示伊佇學術界的地位；
379,附加詞類訊息_楊允言,對弱勢語言來講，語料庫的建立是這个語言欲復興的一个重要基礎，因為有利用著主導世界的電腦科技，而且有機會予這个語言佮其他的強勢語言做連結。
380,附加詞類訊息_楊允言,語料庫的應用研究有誠濟，佇遮，阮針對語文教學的語詞搭配做較詳細的探討。
381,附加詞類訊息_楊允言,語詞搭配(collocation) 就是「語詞用會當預測的方式組合做伙的方式」，嘛有人講是「仝一个文本內底，佇真近的所在共同出現的兩个抑是兩个以上的語詞」。
382,附加詞類訊息_楊允言,語詞搭配會使學著一个語詞的慣用方法，
383,附加詞類訊息_楊允言,比一个例，
384,附加詞類訊息_楊允言,咱訂火車單，閣去車頭付錢提著車單，咱會使講「車單拍好矣」，
385,附加詞類訊息_楊允言,「拍」佮「摃」的意思相仝，毋過咱袂使講「車單摃好矣」，
386,附加詞類訊息_楊允言,所以，「拍」佮「車單」就有搭配的關係，其中一个詞若是用同義詞共換掉，這个搭配關係無一定會繼續存在。
387,附加詞類訊息_楊允言,所以，「拍」佮「車單」就有搭配的關係，其中一个詞若是用同義詞共換掉，這个搭配關係就無一定會繼續存在。
388,附加詞類訊息_楊允言,兩个語詞欲按怎鬥陣使用，一般的辭典並無特別共註明，這對語言的學習加減有阻礙。
389,附加詞類訊息_楊允言,台灣人學英文，硬記英文語詞。欲用英文佮人溝通的時陣，利用遮的語詞鬥出一句咱掠做會通的英文句，毋過講英語的人可能捎無寮仔門，
390,附加詞類訊息_楊允言,因為咱的語詞搭配錯誤，錯誤可能包括語法佮慣用語，所以語詞搭配成做語言學習真重要的一部份。
391,附加詞類訊息_楊允言,英文的部份，出版袂少語詞搭配辭典，嘛是為著濟濟英語的學習者。
392,附加詞類訊息_楊允言,台語的學習敢有需要注意語詞搭配？當然有需要，包括對想欲學台語的外國人，嘛包括咱這代佮下一代。
393,附加詞類訊息_楊允言,受著強勢的華語影響，誠濟自認為會曉講台語的人，台語講起來嘛是離離落落，
394,附加詞類訊息_楊允言,嘛因為用華語思考，有的人「一尾魚」煞變做「一條魚」。
395,附加詞類訊息_楊允言,建立台語的語詞搭配辭典是台語教學真重要的一部份，可惜目前猶無，這是語言學界的責任。 
396,附加詞類訊息_楊允言,本文是徛佇資訊科學的角度，提出現時另外一个通好運用的方式： 利用台語文語料庫這个資源來建立台語語詞搭配的資料。
397,附加詞類訊息_楊允言,二. 自動語詞搭配做法
398,附加詞類訊息_楊允言,根據語料庫，欲共共同出現而且關係密切的語詞揣出來，是利用統計的方法。
399,附加詞類訊息_楊允言,有兩个公式會使做，第一个是互訊息(mutual information，以下簡稱MI)，設使A、B是語詞，這兩个語詞的MI的公式是寫做按呢。
400,附加詞類訊息_楊允言,其中，「P of A」是語詞A的機率，
401,附加詞類訊息_楊允言,設使A攏總出現 「Frequency of A」 擺，所有的語料攏總有N个詞(word tokens)，「P of A」 等於 N 分之「Frequency of A」。
402,附加詞類訊息_楊允言,仝款，「P of B」是語詞B的機率，「P of AB」是詞組AB的機率。
403,附加詞類訊息_楊允言,咱分三種情形來討論：
404,附加詞類訊息_楊允言,(A) 設使A後壁干焦會出現B，B頭前干焦會出現A，這兩个詞一定會成對出現，
405,附加詞類訊息_楊允言,這款情形下，「P of A」近倚「P of B」近倚「P of AB」，「MI of AB」 近倚 「負log P of AB」，是一个較大的正數；
406,附加詞類訊息_楊允言,若是AB定定成對出現，毋過A後壁會接B以外的詞，B頭前嘛可能會接A以外的詞，
407,附加詞類訊息_楊允言,這个時陣，「MI of AB」可能嘛是正數，毋過會較細；
408,附加詞類訊息_楊允言,(B) 設使A佮B無關係（獨立事件），
409,附加詞類訊息_楊允言,「P of AB」近倚「P of A」乘「P of B」，所以「MI of AB」近倚零；
410,附加詞類訊息_楊允言,(C) 設使語詞A出現致使B較袂出現，
411,附加詞類訊息_楊允言,「P of AB」 遠小於「P of A」乘「P of B」，所以「MI of AB」是負數。
412,附加詞類訊息_楊允言,基本上，語料愈大，統計的結果愈有代表性。
413,附加詞類訊息_楊允言,第二个是相關度(correlation，以下簡稱CR)，這嘛是一个統計的公式：
414,附加詞類訊息_楊允言,簡單講，欲算「CR of AB」，就共語料內底的詞組分做四个部分，透過頂面的公式來計算。
415,附加詞類訊息_楊允言,算出來的數字攏是正數，
416,附加詞類訊息_楊允言,AB兩个語詞若定定做陣出現，「CR of AB」可能超過一萬，甚至超過十萬。
417,附加詞類訊息_楊允言,愛注意的是，有時仔若拍字錯誤，因為錯字的詞頻真低，會致使MI佮CR的分數變足懸。
418,附加詞類訊息_楊允言,為著避免這个情形，會使設詞頻的限制，
419,附加詞類訊息_楊允言,就是講，欲計算「MI of AB」，會使限制詞組AB的頻率超過一个數目（可比出現十擺以上），才來計算，若無就共提掉。
420,附加詞類訊息_楊允言,三. 利用詞類訊息提升品質
421,附加詞類訊息_楊允言,用統計的方式來揣語詞搭配，佮語言專家利用伊專業智識揣出來的，當然加減會無仝款。
422,附加詞類訊息_楊允言,用統計方式，咱有簡化，限定佇相倚的兩个語詞，
423,附加詞類訊息_楊允言,實際上有的互相搭配的語詞並無相倚，「拍車單」有可能講做「拍兩張車單」，
424,附加詞類訊息_楊允言,嘛有可能是三个語詞互相搭配，可比「除了……以外，猶閣 ……」。
425,附加詞類訊息_楊允言,當然咱會使修正統計方式，共無相倚毋過離無偌遠的語詞嘛考慮入來，抑是修改公式來計算三个語詞的互相關係。
426,附加詞類訊息_楊允言,總是按呢做加足厚工，增加誠濟計算量，改進的成果嘛真有限。
427,附加詞類訊息_楊允言,用統計的方式做，並毋是欲取代專家，
428,附加詞類訊息_楊允言,毋過，咱利用電腦會當處理大量資料的特性，提供電腦計算出來的結果，對學習者佮專家攏有參考作用，
429,附加詞類訊息_楊允言,專家所列出來的語詞搭配，有的因為實際上較少使用，致使統計結果並無表現出來；
430,附加詞類訊息_楊允言,統計結果有，毋過專家無列出來的，有可能並無啥物意義，
431,附加詞類訊息_楊允言,總是伊佇實際使用上有較懸的牽連，嘛提供專家參考佮研究的方向。
432,附加詞類訊息_楊允言,"另外，根據英文的語料庫做出來的語詞搭配，介詞(in, at, ...)、指示代名詞(that)、冠詞(a, the, ...) 因為頻率真懸，遮的語詞的語詞搭配(""of the"", ""that the"", ""to be"", ""in a"", ...) 嘛攏排佇誠頭前。"
433,附加詞類訊息_楊允言,對遮咱發現，詞類會使提供咱一个真好的線索，
434,附加詞類訊息_楊允言,假使咱會當利用詞類的訊息，對統計出來的語詞搭配結果做分類，對學習者來講應該閣較有幫贊。
435,附加詞類訊息_楊允言,有詞類訊息的台語辭典，包括日本天理大學的《現代閩南語辭典》（村上嘉英編，一九八一年）、 台北中華語文研習所的《台英辭典》（Embree編，一九八四年）、……等，可惜並無電子檔案通好運用。
436,附加詞類訊息_楊允言,所以阮只好踅一輾，以線頂台文華文辭典做基礎，將台文的詞條透過華文對譯，對到中研院詞庫小組整理的八萬目華文詞條，對華文詞條得著詞類訊息。
437,附加詞類訊息_楊允言,詞庫小組的詞類分較幼，有四十六个詞類，包括動詞、名詞等攏繼續有分細類落去，
438,附加詞類訊息_楊允言,毋過計算語詞搭配，咱無需要分遐爾幼，用大類來分就好，包括名詞、動詞、形容詞、 副詞、連接詞、介詞、語氣詞、感嘆詞等等。
439,附加詞類訊息_楊允言,四. 實驗步數
440,附加詞類訊息_楊允言,下面是本實驗的做法：
