Im-tóng,Hàn-jī,Lô-má-jī,Tsing-kui-hàn-jī,Tsing-kui-lô-má-jī
"Oct 7, 2018_93.wav",包括全羅三百四十六萬兩千三百六十七个音節佮漢羅五百五十六萬八千空五十七个音節；,pau-kuah tsuân-lô sann-pah sì-tsa̍p-la̍k-bān nn̄g-tshing sann-pah la̍k-tsa̍p-tshit ê im-tsiat kah Hàn-lô gōo-pah gōo-tsa̍p-la̍k-bān peh-tshing khòng gōo-tsa̍p-tshit ê im-tsiat;,"包括全羅3,462,367个音節 佮漢羅5,568,057个音節；",
"Oct 7, 2018_94.wav",台華辭典主要貢獻者是鄭良偉，閣有台語文界朋友鬥補充詞條，目前有6萬2千外个詞條，每一个詞條包括漢羅、全羅、華文對譯三个欄位。,"Tâi-huâ sû-tián tsú-iàu kòng-hiàn-tsiá sī Tēnn Liông-uí, koh ū Tâi-gí-bûn-kài pîng-iú tàu póo-tshiong sû-tiâu, bo̍k-tsiân ū la̍k-bān nn̄g-tshing-guā ê sû-tiâu, muí tsi̍t ê sû-tiâu pau-kuah Hàn-lô, tsuân-lô, Huâ-bûn tuì-i̍k sann ê nuâ-uī.",,
"Oct 7, 2018_95.wav",(b) 全羅ê台語文語料無需要經過斷詞，毋過漢羅ê需要，,"(b) Tsuân-lô ê Tâi-gí-bûn gí-liāu bô su-iàu king-kè tn̄g-sû, m̄-koh Hàn-lô--ê su-iàu,",,
"Oct 7, 2018_96.wav","斷詞ê做法是根據台華辭典，採用「倒頭上大比對」( backward maximal matching, BMM )演算法。","tn̄g-sû ê tsò-huat sī kun-kì Tâi-huâ sû-tián, tshái-iōng ""tò-thâu siōng-tuā pí-tuì"" (backward maximal matching, BMM) ián-suàn-huat.",,
"Oct 7, 2018_97.wav",語詞ê數量，全羅有兩百四十三萬六千五百九十九个，漢羅有四百空五萬一千一百九十五个。,"Gí-sû ê sòo-liōng, tsuân-lô ū nn̄g-pah sì-tsa̍p-sann-bān la̍k-tshing gōo-pah káu-tsa̍p-káu ê, Hàn-lô ū sì-pah khòng gōo-bān tsi̍t-tshing tsi̍t-pah káu-tsa̍p-gōo ê.","語詞ê數量，全羅有2,436,599个，漢羅有4,051,195个。",
"Oct 7, 2018_98.wav",(c) 每一个語詞，透過台華辭典ê華文對譯，對到中研院詞庫小組八萬目詞ê詞條，揣出詞類，詞類可能有幾lō个，暫時無做處理。,"(c) Muí tsi̍t ê gí-sû, thàu-kuè Tâi-huâ sû-tián ê Huâ-bûn tuì-i̍k, tuì kàu Tiong-gián-īnn sû-khòo sió-tsoo peh-bān ba̍k sû ê sû-tiâu, tshuē-tshut sû-luī, sû-luī khó-lîng ū kuí-lō ê, tsiām-sî bô tsò tshú-lí.",,
"Oct 7, 2018_99.wav",(c) 每一个語詞，透過台華辭典ê華文對譯，對到中研院詞庫小組八萬目詞ê詞條，揣出詞類，詞類可能有幾lō个，暫時無做處理。,"(c) Muí tsi̍t ê gí-sû, thàu-kuè Tâi-huâ sû-tián ê Huâ-bûn tuì-i̍k, tuì kàu Tiong-gián-īnn sû-khòo sió-tsoo peh-bān ba̍k sû ê sû-tiâu, tshuē-tshut sû-luī, sû-luī khó-lîng ū kuí-lō ê, tsiām-sî bô tsò tshú-lí.",,
"Oct 7, 2018_100.wav",因為無處理含糊性的問題，所以會影響著實驗結果ê品質。,"In-uī bô tshú-lí hâm-hôo-sìng ê būn-tê, ē íng-hióng tio̍h si̍t-giām kiat-kó ê phín-tsit.",,
"Oct 7, 2018_101.wav",另外，本實驗採用簡化ê詞類，干焦分大類：動詞、名詞、形容詞、...等等，,"Līng-guā, pún si̍t-giām tshái-iōng kán-huà ê sû-luī, kan-tann hun tuā-luī: tōng-sû, miâ-sû, hîng-iông-sû,... tíng-tíng,",,
"Oct 7, 2018_102.wav",其中，動詞VH小類是「狀態不及物述詞」，親像「浪漫」、「特別」、「辛苦」、「豐富」、「心酸」、「感動」，阮共改做形容詞。,"kî-tiong, tōng-sû VH sió-luī sī ""Tsōng-thài put-ki̍p-bu̍t su̍t-sû"", tshin-tshiunn ""lōng-bān"", ""ti̍k-pia̍t"", ""sin-khóo"", ""hong-hù"", ""sim-sng"", ""kám-tōng"", gún kā kái-tsò hîng-iông-sû.",,
"Oct 7, 2018_103.wav",按呢修改，有ê無問題，部分可能有問題。,"Án-ne siu-kái, ū-ê bô būn-tê, pōo-hūn khó-lîng ū būn-tê.",,
"Oct 7, 2018_104.wav",(d) 計算兩个相倚ê語詞的MI佮CR，閣經過詞類ê篩選。,"(d) Kè-sǹg nn̄g ê sio-uá ê gí-sû ê MI kah CR, koh king-kuè sû-luī ê thai-suán.",,
"Oct 7, 2018_105.wav",因為資料量誠大，這擺實驗干焦揣A-N（形容詞——名詞）、V-N（動詞——名詞）詞組。,"In-uī tsu-liāu-liōng tsiânn tuā, tsit pái si̍t-giām kan-tann tshuē A-N (hîng-iông-sû - miâ-sû), V-N (tōng-sû - miâ-sû ) sû-tsoo.",,
"Oct 7, 2018_106.wav",5. 實驗結果,Gōo. Si̍t-giām kiat-kó,,
"Oct 7, 2018_107.wav",本實驗ê程式用Java寫，共結果輸出到資料庫，資料量誠大。,"Pún si̍t-giām ê thîng-sik iōng Java siá, kā kiat-kó su-tshut kàu tsu-liāu-khòo, tsu-liāu-liōng tsiânn tuā.",,
"Oct 7, 2018_108.wav",本節利用表格佮文字說明來展示實驗成果。,Pún-tsiat lī-iōng pió-keh kah bûn-jī suat-bîng lâi tián-sī si̍t-giām sîng-kó.,,
"Oct 7, 2018_109.wav",5.1 MI佮CR 共同詞組數量,Gōo tiám it MI kah CR kiōng-tông sû-tsoo sòo-liōng,,
"Oct 7, 2018_110.wav",表一 共MI佮CR頭前 三十 / 一百 / 五百 / 一千 / 三千 / 五千个共同詞組ê數量列出來，漢羅佮全羅分開算，待討論：(這个詞組，佇MI佮CR兩个統計表攏有出現),"Pió-it kā MI kah CR thâu-tsîng sann-tsa̍p/ tsi̍t-pah/ gōo-pah/ tsi̍t-tshing/ sann-tshing/ gōo-tshing ê kiōng-tông sû-tsoo ê sòo-liōng lia̍t--tshut-lâi, Hàn-lô kah tsuân-lô hun-khui sǹg, thāi thó-lūn: (tsit ê sû-tsoo, tī MI kah CR nn̄g ê thóng-kè-pió lóng ū tshut-hiān)","表一 共 MI 佮 CR頭前 30 / 100 / 500 / 1,000 / 3,000 / 5,000 个共同詞組 ê數量列出來，漢羅佮全羅分開算，待討論：(這个詞組，佇MI佮CR兩个統計表攏有出現)","Pió-it kā MI kah CR thâu-tsîng 30 / 100 / 500 / 1,000 / 3,000 / 5,000 ê kiōng-tông sû-tsoo ê sòo-liōng lia̍t--tshut-lâi, Hàn-lô kah tsuân-lô hun-khui sǹg, Thāi thó-lūn：( tsit ê sû-tsoo, tī MI kah CR nn̄g-ê thóng-kè-pió lóng-ū tshut-hiān)"
"Oct 7, 2018_111.wav",其中，漢羅ê部分，詞組至少出現十擺，全羅ê部分，詞組至少出現五擺:,"kî-tiong, Hàn-lô ê pōo-hūn, sû-tsoo tsì-tsió tshut-hiān tsa̍p pái, tsuân-lô ê pōo-hūn, sû-tsoo tsì-tsió tshut-hiān gōo pái:",其中，漢羅ê部分，詞組至少出現10擺，全羅ê部分，詞組至少出現5擺:,
"Oct 7, 2018_112.wav",表一 互訊息kah相關度 共同詞組數量比例,Pió-it hōo-sìn-sit kah siang-kuan-tōo kiōng-tông sû-tsoo sòo-liōng pí-lē,,
"Oct 7, 2018_113.wav",對表一看起來，漢羅ê部分，MI佮CR算出來ê結果較一致，,"Uì pió-it khuànn--khí-lâi, Hàn-lô ê pōo-hūn, MI kah CR sǹg--tshut-lâi ê kiat-kó khah it-tì,",,
"Oct 7, 2018_114.wav",這應該是因為，漢羅ê語料量較濟，統計出來ê結果較有可信度。,"tse ing-kai sī in-uī, Hàn-lô ê gí-liāu-liōng khah tsē, thóng-kè--tshut-lâi ê kiat-kó khah ū khó-sìn-tōo.",,
"Oct 7, 2018_115.wav",5.2 A-N V-N詞組,Gōo tiám jī A-N V-N sû-tsoo,,
"Oct 7, 2018_116.wav",本實驗用詞類是A-N佮V-N做篩選，,"Pún si̍t-giām iōng sû-luī sī A-N kah V-N tsò thai-suán,",,
"Oct 7, 2018_117.wav",只要這个詞組有可能是A-N抑是V-N就共掠出來，,"tsí-iàu tsit ê sû-tsoo ū khó-lîng sī A-N a̍h-sī V-N tō kā lia̍h--tshut-lâi,",,
"Oct 7, 2018_118.wav",毋過因為雜訊袂少，表二佮表三是對漢羅佮全羅，MI ê統計表對懸到低分別用人工揣出是A-N抑是V-N的詞組：,"m̄-koh in-uī tsa̍p-sìn bē tsió, pió-jī kah pió-sann sī uì hàn-lô kah tsuân-lô, MI ê thóng-kè-pió uì kuân kàu kē hun-pia̍t iōng lâng-kang tshuē-tshut sī A-N iah-sī V-N ê sû-tsoo:",毋過因為雜訊袂少，表2佮表3是對漢羅佮全羅，MI ê統計表對懸到低 分別用人工揣出是A-N抑是V-N的詞組：,
"Oct 7, 2018_119.wav",A-N詞組較僫揣，揀出來ê有ê看起來誠勉強。,"A-N sû-tsoo khah oh tshuē, kíng--tshut-lâi--ê ū-ê khuànn--khí-lâi tsiânn bián-kióng.",,
"Oct 7, 2018_120.wav",親像漢羅部分ê「旺梨」、「ām 瓜」，自本應該是一个詞，,"Tshin-tshiūnn Hàn-lô pōo-hūn ê ""ōng-lâi"", ""ām-kue"", tsū-pún ing-kai sī tsi̍t ê sû,",,
"Oct 7, 2018_121.wav",毋過台華辭典內底有「王梨」無「旺梨」，有「醃瓜」無「ām瓜」，致使這幾个詞予斷詞系統切做兩个詞，,"m̄-koh Tâi-huâ sû-tián lāi-tué ū ""ông-lâi"" bô ""ōng-lâi"", ū ""am-kue"" bô ""ām-kue"", tì-sú tsit kuí-ê sû hōo tn̄g-sû hē-thóng tshiat-tsò nn̄g ê sû,",,
"Oct 7, 2018_122.wav",煞閣因為切開ê「這兩个詞」ê結合性懸，佇A-N詞組表現出來。,"suah koh in-uī tshiat-khui ê ""tsit nn̄g ê sû"" ê kiat-ha̍p-sìng kuân, tī A-N sû-tsoo piáu-hiān--tshut-lâi.",,
"Oct 7, 2018_123.wav",對這个角度看，自動語詞搭配統計表，對辭典詞條ê收錄，會當提供一寡建議。,"Uì tsit ê kak-tōo khuànn, tsū-tōng gí-sû tah-phuè thóng-kè-pió, tuì sû-tián sû-tiâu ê siu-lo̍k, ē-tàng thê-kiong tsi̍t-kuá kiàn-gī.",,
"Oct 7, 2018_124.wav",對這个角度看，自動語詞搭配統計表，對辭典詞條ê收錄，會當提供一寡建議。,"Uì tsit ê kak-tōo khuànn, tsū-tōng gí-sû tah-phuè thóng-kè-pió, tuì sû-tián sû-tiâu ê siu-lo̍k, ē-tàng thê-kiong tsi̍t-kuá kiàn-gī.",,
"Oct 7, 2018_125.wav",V-N詞組ê部分，全羅ê部分真好，對MI統計表頭前六十四个詞組內底就通揀出真正符合V-N ê詞組，毋過漢羅ê部分就誠bái。,"V-N sû-tsoo ê pōo-hūn, tsuân-lô ê pōo-hūn tsin hó, uì MI thóng-kè-pió thâu-tsîng la̍k-tsa̍p-sì-ê sû-tsoo lāi-té tō thang kíng-tshut tsin-tsiànn hù-ha̍p V-N ê sû-tsoo, m̄-koh Hàn-lô ê pōo-hūn tō tsiânn bái.",,
"Oct 7, 2018_126.wav",主要ê原因是斷詞，因為語料內底ê寫法佮辭典無一致。,"Tsú-iàu ê guân-in sī tn̄g-sû, in-uī gí-liāu lāi-té ê siá-huat kah sû-tián bô it-tì.",,
"Oct 7, 2018_127.wav",5.3 名詞ê動詞搭配佮動詞ê名詞搭配,Gōo tiám sann miâ-sû ê tōng-sû tah-phuè kah tōng-sû ê miâ-sû tah-phuè,,
"Oct 7, 2018_128.wav",表四 查詢 「V-舌」,"Pió-sì tshâ-sûn ""V-tsi̍h""",,
"Oct 7, 2018_129.wav",「MI小於零」ê部分無列出來,"""MI sió-î lîng"" ê pōo-hūn bô lia̍t--tshut-lâi",,
"Oct 7, 2018_130.wav",表五 查詢「摃-N」,"Pió-gōo tshâ-sûn ""kòng-N""",,
"Oct 7, 2018_131.wav",假使咱欲知影一个名詞頭前會使用siánn-mé動詞（倒爿搭配），抑是一个動詞後壁會用使用siánn-mih名詞（正爿搭配），用MI抑是CR來查詢，查出來ê結果真有參考價值，,"Ká-sú lán beh tsai-iánn tsi̍t ê miâ-sû thâu-tsîng ē-sái iōng siánn-mih tōng-sû (tò-pîng tah-phuè), iah-sī tsi̍t ê tōng-sû āu-piah ē-sái iōng siánn-mé miâ-sû (tsiànn-pîng tah-phuè), iōng MI a̍h-sī CR lâi tshâ-sûn, tshâ--tshut-lâi ê kiat-kó tsin ū tsham-khó kè-ta̍t,",,
"Oct 7, 2018_132.wav",舉一个例，表四用「V-舌」查詢，表五用「kòng-N」查詢:,"kú tsi̍t ê lē, pió-sì iōng ""V-tsi̍h"" tshâ-sûn, pió-gōo iōng ""kòng-N"" tshâ-sûn:",,
"Oct 7, 2018_133.wav",這个查詢方式，對語言學習應該有真大ê幫贊。,"Tsit ê tshâ-sûn hong-sik, tuì gí-giân ha̍k-si̍p ìng-kai ū tsin tuā ê pang-tsān.",,
"Oct 7, 2018_134.wav",5.4 主要問題,Gōo tiám sì tsú-iàu būn-tuê,,
"Oct 7, 2018_135.wav",實驗ê結果並無原來按算ê遐爾好，下面分析問題出佇佗位：,"Si̍t-giām ê kiat-kó pīng bô guân-lâi àn-sǹg--ê hiah-nī hó, ē-bīn hun-sik būn-tê tshut tī tó-uī:",,
"Oct 7, 2018_136.wav",(1) 漢羅用字無一致，致使斷詞效果無好：,"(It) Hàn-lô iōng-jī bô it-tì, tì-sú tn̄g-sû hāu-kó bô hó:",,
"Oct 7, 2018_137.wav",V-N ê部分，漢羅ê結果真bái，,"V-N ê pōo-hūn, Hàn-lô ê kiat-kó tsin bái,",,
"Oct 7, 2018_138.wav",人工tih看遮的詞組ê時，發現有誠濟詞組是斷詞錯誤ê，,"lâng-kang tih khuànn tsia-ê sû-tsoo ê sî, huat-hiān ū tsiânn-tsē sû-tsoo sī tn̄g-sû tshò-ngōo--ê,",,
"Oct 7, 2018_139.wav",有ê是台華辭典內無這个詞，,"ū-ê sī Tâi-huâ sû-tián lāi bô tsit ê sû,",,
"Oct 7, 2018_140.wav",有ê是語料ê漢羅寫法kah台華辭典內ê無仝，實際上，語料內底ê寫法就無一致，,"ū-ê sī gí-liāu ê Hàn-lô siá-huat kah Tâi-huâ sû-tián lāi--ê bô-kâng, si̍t-tsè siōng, gí-liāu lāi-té ê siá-huat tō bô it-tì,",,
"Oct 7, 2018_141.wav",辭典無ê詞，若beh改進，包括加詞、專有名詞辨識、定量詞處理等等，寫法無一致ê問題tō真僫解決，kā所有ê寫法lóng kā lok tī辭典內底 並m̄是好ê解決方式；,"sû-tián bô ê sû, nā beh kái-tsìn, pau-kuah ka sû, tsuan-iú-miâ-sû piān-sik, tīng-niû-sû tshú-lí tíng-tíng, siá-huat bô it-tì ê būn-tuê tō tsin oh kái-kuat, kā sóo-ū ê siá-huat lóng kā lok tī sû-tián lāi-tué pīng m̄-sī hó ê kái-kuat hong-sik;",,
"Oct 7, 2018_142.wav",(2) 詞類問題：,(Jī) Sû-luī būn-tuê:,,
"Oct 7, 2018_143.wav",語言翻譯是多對多，咱透過華語對譯詞掠詞類，這个過程就有可能會tiòng一寡無必要ê詞類出來；,"Gí-giân huan-i̍k sī to tuì to, lán thàu-kuè Huâ-gí tuì-i̍k-sû lia̍h sû-luī, tsit ê kuè-tîng tō ū khó-lîng ē tiòng tsi̍t-kuá bô pit-iàu ê sû-luī tshut-lâi;",,
"Oct 7, 2018_144.wav",另外，一个詞有至少兩个詞類mā是真普遍ê情形，因為無處理，造成雜訊誠濟；,"līng-guā, tsi̍t ê sû ū tsì-tsió nn̄g ê sû-luī mā sī tsin phóo-phiàn ê tsîng-hîng, in-uī bô tshú-lí, tsō-sîng tsa̍p-sìn tsiânn tsē;",,
"Oct 7, 2018_145.wav",建立台語詞ê詞類，佮確認正確詞類，這兩件代誌攏是大工程，毋過早慢愛做，咱才有法度閣進一步。,"kiàn-li̍p Tâi-gí-sû ê sû-luī, kah khak-jīm tsìng-khak sû-luī, tsit nn̄g-kiānn tāi-tsì lóng-sī tuā-kang-tîng, m̄-koh tsá-bān ài tsò, lán tsiah ū-huat-tōo koh tsìn-tsi̍t-pōo.",,
"Oct 7, 2018_146.wav",6. 未來方向,La̍k. Bī-lâi hong-hiòng,,
"Oct 7, 2018_147.wav",本實驗雖然有一寡成果，總是，值得拍拚ê所在猶閣誠濟，包括：,"Pún si̍t-giām sui-jiân ū tsi̍t-kuá sîng-kó, tsóng--sī, ta̍t-tit phah-piànn ê sóo-tsāi iah-koh tsiânn tsē, pau-kuah:",,
"Oct 7, 2018_148.wav",(a) 開發線頂台語語詞搭配查詢系統，幫贊台語相關研究ê進行；,"(a) Khai-huat suànn-tíng Tâi-gí gí-sû tah-phuè tshâ-sûn hē-thóng, pang-tsān Tâi-gí siong-kuan gián-kiù ê tsìn-hîng;",,
"Oct 7, 2018_149.wav",(b) 除了A-N V-N詞組以外，閣整理其它詞組，親像P-N(介詞—名詞)、 N-V(名詞—動詞)、 D-A(副詞—形容詞)、 D-V(副詞—動詞)、 V-R(動詞—代名詞)、 ……等；,"(b) Tû-liáu A-N V-N sû-tsoo í-guā, koh tsíng-lí kî-tha sû-tsoo, tsin-tshiūnn P-N (kài-sû - miâ-sû ), N-V (miâ-sû - tōng-sû ), D-A (hù-sû - hîng-iông-sû), D-V (hù-sû - tōng-sû ), V-R (tōng-sû - tāi-bîng-sû), … tíng;",,
"Oct 7, 2018_150.wav",(c) 維護台華辭典，共MI抑是CR分數較懸ê兩个單音節詞ê語詞搭配 掠出來做人工檢查，考慮將遮ê語詞加入辭典；,"(c) Î-hōo Tâi-huâ sû-tián, kā MI a̍h-sī CR hun-sòo khah kuân ê nn̄g ê tuann-im-tsiat-sû ê gí-sû tah-phuè lia̍h tshut-lâi tsò lâng-kang kiám-tsa, khó-lū tsiong tsia-ê gí-sû ka-ji̍p sû-tián;",,
"Oct 7, 2018_151.wav",(d) 改進斷詞系統，利用BMM演算法結果做訓練資料重做，對有至少兩種斷法ê文句，用統計方法提懸正確率，猶閣有專有名詞、 定量詞愛處理；,"(d) Kái-tsìn tn̄g-sû hē-thóng, lī-iōng BMM ián-suàn-huat kiat-kó tsò hùn-liān tsu-liāu tîng tsò, tuì ū tsì-tsió nn̄g-tsióng tn̄g-huat ê bûn-kù, iōng thóng-kè hong-huat thê-kuân tsìng-khak-lu̍t, iah-koh ū tsuan-iú bîng-sû, tīng-niû-sû ài tshú-lí;",,
"Oct 7, 2018_152.wav",(e) 整理台語詞類，總是這是大工程，嘛需要詳細ê規劃；,"(e) Tsíng-lí Tâi-gí sû-luī, tsóng--sī tse sī tuā kang-tîng, mā su-iàu siông-sè ê kui-uē;",,
"Oct 7, 2018_153.wav",(f) 利用統計方法自動標記詞類，解決含糊性的問題，嘛進一步處理較幼ê詞類；,"(f) Lī-iōng thóng-kè hong-huat tsū-tōng piau-kì sû-luī, kái-kuat hâm-hôo-sìng ê būn-tê, mā tsìn-tsi̍t-pōo tshú-lí khah iù ê sû-luī;",,
"Oct 7, 2018_154.wav",(g) 做台語文文句ê分拆(parsing)，利用語法樹(parsing tree)改進語詞搭配ê正確率。,"(g) Tsò Tâi-gí-bûn bûn-kù ê hun-thiah(parsing), lī-iōng gí-huat-tshiū(parsing tree) kái-tsìn gí-sû tah-phuè ê tsìng-khak-lu̍t.",,
