Im-tóng,Hàn-jī,Lô-má-jī,Tsing-kui-hàn-jī,Tsing-kui-lô-má-jī
"Oct 20, 2018 _115.wav",少年家講：「感謝你的好意，我仝款願意開錢（khai-tsînn）買圓仔。」,"Siàu-liân-ke kóng : "" kám-siā lí-ê hó-ì, guá kāng-khuán guān-ì khai-tsînn bé înn-á. """,,
"Oct 20, 2018 _116.wav",邊仔彼一寡仔人聽著少年家按呢講，攏笑甲嘻哈叫。講：「這个人頭殼定著有問題！」,"Pinn--á hit tsi̍t-kuá-á lâng thiann-tio̍h siàu-liân-ke án-ne kóng, lóng tshiò-kah hi-ha-kiò. Kóng : "" Tsit ê lâng thâu-khak tiānn-tio̍h ū-būn-tê! """,,
"Oct 20, 2018 _117.wav",逐家共少年家指指揬揬（kí-kí-tu̍h-tu̍h），攏講伊錢傷冗剩，人傷戇。,"Ta̍k-ke kā siàu-liân-ke kí-kí-tu̍h-tu̍h , lóng-kóng i tsînn siunn liōng-siōng, lâng siunn gōng.",,
"Oct 20, 2018 _118.wav",漢鍾離感覺這个少年家雖然穿甲普通普通，毋過講話誠有禮貌，看起來是受過好教育的款，閣較難得的是，伊一絲仔都袂痟貪，閣足有同情心。,"Hàn Tsing-lî kám-kak tsit ê siàu-liân-ke sui-jiân tshīng-kah phóo-thong-phóo-thong, m̄-koh kóng-uē tsiânn ū lé-māu, khuànn--khí-lâi sī siū-kuè hó kàu-io̍k ê khuán, koh-khah lân-tit ê sī, i tsi̍t-si-á to bē siáu-tham, koh tsiok ū tông-tsîng-sim.",,
"Oct 20, 2018 _119.wav",「少年人，你是真罕得看著的好人，你敢願意做我的徒弟？」漢鍾離按呢問少年家。,"""Siàu-liân-lâng, lí sī tsin hán-tit khuànn-tio̍h ê hó-lâng, lí kám guān-ì tsò guá ê tôo-tē?"" Hàn Tsing-lî án-ne mn̄g siàu-liân-ke.",,
"Oct 20, 2018 _120.wav",少年家一時聽無漢鍾離的意思，共問講：「伯仔，你欲揣人學做圓仔，是無？實在真失禮，我感覺我家己無啥適合，你會當閣問別人看覓咧。」,"Siàu-liân-ke tsi̍t-sî thiann-bô Hàn Tsing-lî ê ì-sù, kā mn̄g kóng : "" Peh--á, lí beh tshuē lâng o̍h tso3 înn-á, sī--bô? Si̍t-tsāi tsin sit-lé, guá kám-kak guá ka-tī bô siánn sik-ha̍p, lí ē-tàng koh mn̄g pa̍t-lâng khuànn-māi--leh. """,,
"Oct 20, 2018 _121.wav",漢鍾離隨翻身一變，變轉去伊本成（pún-tsiânn）的模樣。伊共少年家講：「我是八仙當中的漢鍾離，專工對天頂下凡來走揣徒弟的。」,"Hàn Tsing-lî suî huan-sin tsi̍t-piàn, piàn tńg--khì i pún-tsiânn ê bôo-iūnn. I kā siàu-liân-ke kóng : "" guá-sī pat-sian tang-tiong ê Hàn Tsing-lî, tsuan-kang tuì thinn-tíng hā-huān lâi tsáu-tshuē tôo-tē--ê. """,,
"Oct 20, 2018 _122.wav",少年家聽一下掣一趒（tshuah-tsi̍t-tîo），講：「當時仔你是神仙！阮真正是『有眼不識泰山』。毋過，佇遮爾濟人當中，你是按怎會選著我咧（--leh）？」,"Siàu-liân-ke thiann tsi̍t-ē tshuah-tsi̍t-tiô, kóng : "" Tang-sî-á lí-sī sîn-sian! Guán tsin-tsiànn sī 『 ū gán put sik thài-san 』. M̄-koh, tī tsiah-ní tsē-lâng tang-tiong, lí sī án-tsuánn ē suán-tio̍h guá--leh?""",,
"Oct 20, 2018 _123.wav",漢鍾離微微仔笑咧，講：「我佇遮聽候（thìng-hāu）足濟工矣啦！發現愛佔小便宜佮痟貪的人，實在有夠濟！干焦你心肝善良，袂受別人影響，所以我決定選你做我的徒弟。」,"Hàn Tsing-lî bî-bî-á tshiò--leh, kóng : "" Guá tī tsia thìng-hāu tsiok tsē kang--ah--lah! Huat-hiān ài tsiàm sió pân-gî kah siáu-tham ê lâng, si̍t-tsāi ū kàu tsuē! Kan-na lí sim-kuann siān-liông, bē siū pa̍t-lâng íng-hióng, sóo-í guá kuat-tīng suán lí tsò guá ê tôo-tē. """,,
"Oct 20, 2018 _124.wav",邊仔的人知影漢鍾離是神仙了後，攏隨个仔隨个跪落來，講：「神仙啊！阮真不應該遐爾貪心，拜託你原諒阮啦！」,"Pinn--á ê lâng tsai-iánn Hàn Tsing-lî sī sîn-sian liáu-āu, lóng suî-ê-á-suî-ê kuī--lo̍h-lâi, kóng : "" Sîn-sian--ah! Guán tsin put ing-kai hiah-nī tham-sim, pài-thok--lí guân-liōng gún--lah! """,,
"Oct 20, 2018 _125.wav",「是啦！阮知影毋著矣啦！」,"""sī--lah! Gún tsai-iánn m̄-tio̍h--ah--lah! """,,
"Oct 20, 2018 _126.wav",「哈！哈！哈！恁免求我饒恕，恁看後壁彼粒山啊！恁逐家食的圓仔，攏是我用山頂的塗變的。」漢鍾離按呢講。,"""Ha! Ha! Ha! Lín bián kiû guá jiâu-sù, lín khuànn āu-piah hit lia̍p suann--ah! Lín ta̍k-ke tsia̍h ê înn-á, lóng-sī guá īng suann-tíng ê thôo piàn--ê. "" Hàn Tsing-lî án-ne kóng.",,
"Oct 20, 2018 _127.wav",眾人聽漢鍾離按呢講，攏趕緊擔頭（tann-thâu）看山頂，一看逐家心內攏暗喝一聲：「我苦啊！」山的正手爿真明顯減一半去矣。,"Tsìng-lâng thiann Hàn Tsing-lî án-ne kóng, lóng kuánn-kín tann-thâu khuànn suann-tíng, tsi̍t-khuànn ta̍k-ke sim-lāi lóng àm huah tsi̍t siann : "" guá khóo--ah! "" suann ê tsiànn-tshiú-pîng tsin bîng-hián kiám tsi̍t-puànn khì--ah.",,
"Oct 20, 2018 _128.wav",「我早就講過矣，你就毋信。」大頭仔王的按呢咧唸朋友。,"""guá tsá to7 kóng--kuè--ah, lí tō m̄-sìn. "" tuā-thâu-á Ông--ê án-ne leh liām pîng-iú.",,
"Oct 20, 2018 _129.wav",「我這馬看出來矣，這干焦神仙才有才調共山削甲遐爾仔平啊！」大頭仔王的朋友按呢講。,"""Guá tsit-má khuànn--tshut-lâi--ah, tsit kan-na sîn-sian tsiah ū tsâi-tiāu kā suann siah-kah hiah-nī-á pênn--ah! "" Tuā-thâu-á Ông--ê pîng-iú án-ne kóng.",,
"Oct 20, 2018 _130.wav",「這馬知影已經傷慢矣，塗圓仔攏佇恁的腹肚內囉！」漢鍾離按呢共逐家講。,"""Tsit-má tsai-iánn í-king siunn-bān--ah, thôo-înn-á lóng tī lín ê pak-tóo-lāi--looh! "" Hàn Tsing-lî án-ne kā ta̍k-ke kóng.",,
"Oct 20, 2018 _131.wav",逐家你看我、我看你，隨个仔隨个共當咧幽幽仔疼的腹肚mooh咧，共喙擘（peh）甲開開開，想欲共塗圓仔吐倒出來。,"Ta̍k-ke lí khuànn guá , guá khuànn lí, suî-ê-á-suî-ê kā tng-teh iu-iu-á-thiànn ê pak-tóo mooh--leh, kā tshuì peh kah khui-khui-khui, siūnn beh kā thôo-înn-á thóo-tò--tshut-lâi.",,
"Oct 20, 2018 _132.wav",毋過閣較按怎吐嘛吐袂出來，干焦會當真後悔咧講：「阮實在不應該遐爾貪心！」,"m̄-koh koh-khah án-tsuánn thóo mā thóo bē tshut--lâi, kan-na ē-tàng tsin hiō-hué leh kóng : "" gún si̍t-tsāi put ing-kai hiah-nī tham-sim! """,,
"Oct 20, 2018 _133.wav",漢鍾離越過去共少年家講：「考慮了按怎？敢願意做我的徒弟？」,"Hàn Tsing-lî ua̍t kè-khì kā siàu-liân-ke kóng : "" khó-lū liáu àn-tsuánn? Kám guān-ì tsò gua2 ê tôo-tē? """,,
"Oct 20, 2018 _134.wav",少年家共應講：「先予我和阮爸母參詳一下啦！」,"Siàu-liân-ke kā ìn kóng : "" Sing hōo--guá hām gún pē-bú tsham-siông--tsi̍t-ē--lah! """,,
"Oct 20, 2018 _135-inn.wav",少年家得著爸母的同意了後，就歡歡喜喜綴（tuè）漢鍾離去仙界學本領囉！,"Siàu-liân-ke tit-tio̍h pē-bó ê tông-ì liáu-āu, tō huann-huann-hí-hí tuè Hàn Tsing-lî khì sian-kài o̍h pún-líng--looh!",,
