Im-tóng,Hàn-jī,Lô-má-jī,Tsing-kui-hàn-jī,Tsing-kui-lô-má-jī
"Nov 3, 2018_315.wav",敢會當麻煩你叫一台Uber來坐？,Kám ē-tàng mâ-huân lí kiò tsi̍t tâi Uber lâi tsē?,,
"Nov 3, 2018_316.wav",聽講Uber的公司無保保險，出代誌無人會負責。,"Thiann-kóng Uber ê kong-si bô pó pó-hiám, tshut-tāi-tsì bô lâng ē hū-tsik.",,
"Nov 3, 2018_317.wav",羅--的有一張VIP卡，緊去共伊借。,"Lô--ê ū tsi̍t tiunn VIP khah, kín khì kā i tsioh.",,
"Nov 3, 2018_318.wav",咱十年前加入WTO，買賣物件較無抾稅。,"Lán tsa̍p nî tsîng ka-li̍p WTO, bé-bē mi̍h-kiānn khah bô khioh-suè.",,
"Nov 3, 2018_319.wav",台灣答應以後會用「已開發國家」的名佇WTO佮人tshiâu代誌。,"Tâi-uân tap-ìng í-āu ē iōng ""í khai-huat kok-ka"" ê miâ tī WTO kah lâng tshiâu tāi-tsì.",,
"Nov 3, 2018_320.wav",車號SRZ-5349的車主，請鬥徙車一下，你閘著隔壁的車--矣。,"Tshia-hō SRZ-5349 ê tshia-tsú, tshiánn tàu suá-tshia--tsi̍t-ē, lí tsa̍h-tio̍h keh-piah ê tshia--ah.",,
"Nov 3, 2018_321.wav",感謝逐家收聽今仔日的節目，遮是媠媠廣播電台AM 107.5千赫。,"Kám-siā ta̍k-ke siu-thiann kin-á-ji̍t ê tsiat-bo̍k, tsia sī Suí-suí Kóng-pò tiān-tâi AM 107.5 tshing hik.",,
"Nov 3, 2018_322.wav",你這馬咧收聽的是上蓋趣味的電台Taiwan RADIO FM 94.1。各位聽眾朋友逐家好，我是今仔日的DJ米奶。,"Lí tsit-má leh siu-thiann--ê sī siōng-kài tshù-bī ê tiān-tâi Taiwan RADIO FM 94.1. Kok-uī thiann-tsiòng pîng-iú ta̍k-ke hó, guá sī kin-á-ji̍t ê DJ Bí-lin.",,
"Nov 3, 2018_323.wav",這冊揹仔面頂有三个tsiű-tsiú，三个色水攏無仝。,"Tsit tsheh-phāinn-á bīn-tíng ū sann ê tsiű-tsiú, sann ê sik-tsuí lóng bô kâng.",,
"Nov 3, 2018_324.wav",阮對Foo-móo-sà來的，恁咧？,"Gún tuì Foo-móo-sà lâi--ê, lín--leh?",,
"Nov 3, 2018_325.wav",咱的網站死矣，你行SSH入去主機掠漏好無？,"Lán ê bāng-tsām sí--ah, lí kiânn SSH ji̍p-khì tsú-ki lia̍h-lāu hó--bô?",,
"Nov 3, 2018_326.wav",你共物件傳去FTP予我好無？,Lí kā mi̍h-kiānn thuân khì FTP hōo--guá hó--bô?,,
"Nov 3, 2018_327.wav",上驚的是拖lî-á-khah佮aû（阿母）去柴工場抔（put）鋸屑灰，會弄甲規面規頭毛攏是黃色鋸屑灰，䆀閣艱苦，毋過我攏毋捌聽aû喝忝。,"Siōng-kiann--ê sī thua lî-á-khah kap âu khì tshâ-kang-tiûnn put kì-sap-hu, ē lāng kah kui bīn kui thâu-mn̂g lóng sī n̂g-sik kì-sap-hu, bái koh kan-khóo, m̄-koh guá lóng m̄-bat thiann âu huah thiám.",,
"Nov 3, 2018_328.wav",我的iPad一直跳出iOS欲更新的通知。,,,
